pano,Constituency,YG_Con_Pct,YG_Lab_Pct,YG_LD_Pct,YG_SNP_Pct,YG_PC_Pct,YG_Grn_Pct,YG_UKIP_Pct,YG_Other_Pct,AC_Con_Pct,AC_Lab_Pct,AC_LD_Pct,AC_SNP_Pct,AC_PC_Pct,AC_Grn_Pct,AC_UKIP_Pct,AC_Other_Pct,AC_Con_Pr,AC_Lab_Pr,AC_LD_Pr,AC_SNP_Pr,AC_PC_Pr,AC_Grn_Pr,AC_UKIP_Pr,AC_Other_Pr,H_Con_Pct,H_Lab_Pct,H_LD_Pct,H_SNP_Pct,H_PC_Pct,H_Grn_Pct,H_UKIP_Pct,H_Other_Pct,H_Con_Pr,H_Lab_Pr,H_LD_Pr,H_SNP_Pr,H_PC_Pr,H_Grn_Pr,H_UKIP_Pr,H_Other_Pr,BBC_Con_Pct,BBC_Lab_Pct,BBC_LD_Pct,BBC_SNP_Pct,BBC_PC_Pct,BBC_Grn_Pct,BBC_UKIP_Pct,BBC_Other_Pct,BBC_Con_Pr,BBC_Lab_Pr,BBC_LD_Pr,BBC_SNP_Pr,BBC_PC_Pr,BBC_Grn_Pr,BBC_UKIP_Pr,BBC_Other_Pr,BBC_Brexit,OC_Con_Pr,OC_Lab_Pr,OC_LD_Pr,OC_SNP_Pr,OC_PC_Pr,OC_Grn_Pr,OC_UKIP_Pr,OC_Other_Pr,OC_Con_Odd,OC_Lab_Odd,OC_LD_Odd,OC_SNP_Odd,OC_PC_Odd,OC_Grn_Odd,OC_UKIP_Odd,OC_Other_Odd
156,"Coatbridge, Chryston and Bellshill",23.1,32.1,2.5,42.4,0,0,0,0,18,29,4,48,,,,,0,5,0,95,0,0,0,0,17,33,2,48,0,0,0,0,0,11,0,89,0,0,0,0,16,38,1,45,0,0,0,0,0,8,0,92,0,0,0,0,38.7,,1,,99,,,,,,20,,0.024390243,,,,
157,Colchester,43.6,29.4,22.1,0,0,2.7,0,2.2,49,29,18,,,,,3,95,5,0,0,0,0,0,0,50,20,26,0,0,4,0,0,100,0,0,0,0,0,0,0,45,29,26,0,0,0,0,0,100,0,0,0,0,0,0,0,51.1,93,,7,,,,,,0.083333336,25,10,,,,,
158,Colne Valley,43.5,47,5.2,0,0,1.6,0,2.6,51,39,8,,,,,3,83,17,0,0,0,0,0,0,52,37,7,0,0,2,0,1,98,2,0,0,0,0,0,0,46,47,5,0,0,1,0,1,48,52,0,0,0,0,0,0,49.8,99,1,,,,,,,0.024390243,16,,,,,,
159,Congleton,54.9,30.5,7.9,0,0,1.8,5,0,58,26,9,,,,5,3,100,0,0,0,0,0,0,0,59,22,9,0,0,1,10,0,100,0,0,0,0,0,0,0,54,33,8,0,0,2,3,0,100,0,0,0,0,0,0,0,52.7,100,,,,,,,,,,,,,,,
160,Copeland,42.7,47.6,3.7,0,0,0,6,0,44,45,6,,,,5,,48,52,0,0,0,0,0,0,42,41,5,0,0,0,11,0,61,39,0,0,0,0,0,0,45,53,2,0,0,0,0,0,5,95,0,0,0,0,0,0,59.8,78,22,,,,,,,0.285714298,3.333333254,,,,,,
161,Corby,44.1,45.9,3.3,0,0,1.5,5.2,0,49,39,4,,,,6,2,75,25,0,0,0,0,0,0,47,36,4,0,0,1,12,0,94,6,0,0,0,0,0,0,49,46,2,0,0,0,3,0,63,37,0,0,0,0,0,0,60.1,86,14,,,,,,,0.166666672,5.5,,,,,,
162,North Cornwall,43.6,18.7,34.6,0,0,0,0,3.1,54,16,25,,,,,4,99,0,1,0,0,0,0,0,53,13,30,0,0,0,0,1,100,0,0,0,0,0,0,0,58,11,30,0,0,0,0,1,100,0,0,0,0,0,0,0,60.3,83,,17,,,,,,0.200000003,,4,,,,,
163,South East Cornwall,53.2,24.5,19.6,0,0,2.7,0,0,56,23,16,,,,,4,100,0,0,0,0,0,0,0,61,16,18,0,0,5,0,0,100,0,0,0,0,0,0,0,60,20,20,0,0,0,0,0,100,0,0,0,0,0,0,0,54.9,100,,,,,,,,,,,,,,,
164,The Cotswolds,47.7,19.7,24.8,0,0,1.7,3.5,2.6,57,18,18,,,,4,3,100,0,0,0,0,0,0,0,56,15,18,0,0,2,8,0,100,0,0,0,0,0,0,0,59,19,19,0,0,3,0,0,100,0,0,0,0,0,0,0,47.8,100,,,,,,,,,,,,,,,
165,Coventry North East,29.4,55.5,4.7,0,0,3.2,5.4,1.8,35,53,4,,,,5,3,5,95,0,0,0,0,0,0,32,48,5,0,0,1,12,2,1,99,0,0,0,0,0,0,27,62,4,0,0,1,4,2,0,100,0,0,0,0,0,0,59.2,3,97,,,,,,,11,0.039999999,,,,,,
166,Coventry North West,37.5,47.7,4.1,0,0,2.4,5.4,2.9,39,46,4,,,,6,4,29,71,0,0,0,0,0,0,38,40,5,0,0,1,13,3,36,64,0,0,0,0,0,0,39,51,3,0,0,2,1,4,0,100,0,0,0,0,0,0,58.7,50,50,,,,,,,1,1,,,,,,
167,Coventry South,34.6,52,3.7,0,0,2.8,4.4,2.5,42,46,5,,,,5,3,38,62,0,0,0,0,0,0,39,41,5,0,0,2,11,1,38,62,0,0,0,0,0,0,32,59,3,0,0,2,2,2,0,100,0,0,0,0,0,0,48.9,59,41,,,,,,,0.615384638,1.25,,,,,,
168,Crawley,54.5,40.8,4.8,0,0,0,0,0,55,39,6,,,,,,90,10,0,0,0,0,0,0,58,35,6,0,0,0,0,0,100,0,0,0,0,0,0,0,52,46,2,0,0,0,0,0,91,9,0,0,0,0,0,0,58.4,100,,,,,,,,,,,,,,,
169,Crewe and Nantwich,44.8,44.5,4.1,0,0,0,6.6,0,51,38,5,,,,6,,85,15,0,0,0,0,0,0,49,35,4,0,0,0,11,0,98,2,0,0,0,0,0,0,50,44,2,0,0,0,3,0,86,14,0,0,0,0,0,0,59,96,4,,,,,,,0.050000001,10,,,,,,
170,Croydon Central,42.1,45.4,4.6,0,0,2,4.2,1.7,47,41,5,,,,4,2,63,37,0,0,0,0,0,0,46,40,4,0,0,1,9,1,83,17,0,0,0,0,0,0,41,52,2,0,0,1,4,0,1,99,0,0,0,0,0,0,50.3,51,49,,,,,,,0.909090936,1,,,,,,
171,Croydon North,21.2,65.2,5.4,0,0,2.7,4.1,1.3,29,58,7,,,,3,3,0,100,0,0,0,0,0,0,29,57,7,0,0,2,5,1,0,100,0,0,0,0,0,0,16,79,2,0,0,3,0,1,0,100,0,0,0,0,0,0,41.2,,100,,,,,,,,,,,,,,
172,Croydon South,51.6,31.3,9.4,0,0,2.6,3.7,1.4,58,27,9,,,,4,3,99,1,0,0,0,0,0,0,57,27,6,0,0,1,9,1,100,0,0,0,0,0,0,0,52,36,9,0,0,2,0,0,100,0,0,0,0,0,0,0,45.8,98,2,,,,,,,0.030303031,33,,,,,,
173,"Cumbernauld, Kilsyth and Kirkintilloch East",17.9,28.3,3.5,41.7,0,0,8.6,0,17,28,5,49,,,1,,0,3,0,97,0,0,0,0,18,30,2,49,0,0,1,0,0,4,0,96,0,0,0,0,17,32,2,48,0,0,0,0,0,0,0,100,0,0,0,0,37.9,,1,,99,,,,,,14,,0.024390243,,,,
174,Cynon Valley,14.6,46.6,6.8,0,14.1,0,17.9,0,23,51,3,,16,,7,,1,99,0,0,0,0,0,0,12,53,4,0,15,0,15,0,0,100,0,0,0,0,0,0,24,54,2,0,17,0,4,0,0,100,0,0,0,0,0,0,57,,97,,,3,,,,,0.039999999,,,14,,,
175,Dagenham and Rainham,35.4,45,3.5,0,0,2.2,12.5,1.4,39,41,3,,,,14,2,44,56,0,0,0,0,0,0,27,40,3,0,0,2,27,1,2,88,0,0,0,0,10,0,31,52,2,0,0,0,15,1,0,100,0,0,0,0,0,0,69.9,47,53,,,,,,,1.100000024,0.833333313,,,,,,
176,Darlington,38.1,51.7,3.2,0,0,1.9,5.1,0,43,44,6,,,,5,3,48,52,0,0,0,0,0,0,41,43,4,0,0,1,11,0,38,62,0,0,0,0,0,0,42,51,4,0,0,2,2,0,3,97,0,0,0,0,0,0,58.1,66,34,,,,,,,0.5,1.875,,,,,,
177,Dartford,49.6,33.5,5.3,0,0,2.2,8.1,1.3,55,30,5,,,,8,2,98,2,0,0,0,0,0,0,53,27,4,0,0,1,15,1,100,0,0,0,0,0,0,0,57,36,2,0,0,1,4,0,100,0,0,0,0,0,0,0,64,100,,,,,,,,,,,,,,,
178,Daventry,54.8,28.1,8.3,0,0,3,5.7,0,61,22,7,,,,7,2,100,0,0,0,0,0,0,0,62,22,5,0,0,1,11,0,100,0,0,0,0,0,0,0,63,32,3,0,0,2,0,0,100,0,0,0,0,0,0,0,58.8,100,,,,,,,,,,,,,,,
179,Delyn,43.1,50.3,1.5,0,5.1,0,0,0,44,46,5,,5,,,,47,53,0,0,0,0,0,0,36,51,7,0,4,0,0,0,1,99,0,0,0,0,0,0,51,42,2,0,5,0,0,0,98,2,0,0,0,0,0,0,54.8,61,39,,,,,,,0.727272749,1.75,,,,,,
180,Denton and Reddish,33.6,53,2.8,0,0,1.8,7.1,1.7,33,52,4,,,,8,3,4,96,0,0,0,0,0,0,31,50,3,0,0,1,14,1,0,100,0,0,0,0,0,0,29,63,2,0,0,2,3,1,0,100,0,0,0,0,0,0,61,6,94,,,,,,,8,0.071428575,,,,,,
181,Derby North,40.5,50.1,4.5,0,0,0,4.9,0,41,44,9,,,,6,,45,55,0,0,0,0,0,0,42,35,11,0,0,0,10,0,85,15,0,0,0,0,0,0,38,50,8,0,0,0,4,0,1,99,0,0,0,0,0,0,53.7,80,20,,,,,,,0.25,3.333333254,,,,,,
182,Derby South,32.5,55.4,3,0,0,2.5,6.6,0,34,50,5,,,,8,3,9,91,0,0,0,0,0,0,36,46,4,0,0,1,13,0,6,94,0,0,0,0,0,0,34,62,3,0,0,1,0,0,0,100,0,0,0,0,0,0,61.6,16,84,,,,,,,4.5,0.181818187,,,,,,
183,Derbyshire Dales,54.8,27.8,9.1,0,0,2.9,0,5.4,58,28,11,,,,,3,99,1,0,0,0,0,0,0,62,24,10,0,0,3,0,0,100,0,0,0,0,0,0,0,54,36,8,0,0,3,0,0,100,0,0,0,0,0,0,0,51.3,100,,,,,,,,,,,,,,,
184,Mid Derbyshire,53.6,38.1,5.8,0,0,2.5,0,0,59,30,8,,,,,3,99,1,0,0,0,0,0,0,62,28,6,0,0,3,0,0,100,0,0,0,0,0,0,0,54,40,4,0,0,2,0,0,100,0,0,0,0,0,0,0,52.5,100,,,,,,,,,,,,,,,
185,North East Derbyshire,42.7,45.6,3.8,0,0,2,5.9,0,45,41,6,,,,6,2,61,39,0,0,0,0,0,0,44,38,4,0,0,1,13,0,82,18,0,0,0,0,0,0,46,51,3,0,0,0,0,0,20,80,0,0,0,0,0,0,62.2,86,14,,,,,,,0.166666672,6,,,,,,
186,South Derbyshire,56.5,36.7,4.8,0,0,2,0,0,60,33,5,,,,,2,99,1,0,0,0,0,0,0,62,29,5,0,0,3,0,0,100,0,0,0,0,0,0,0,53,44,3,0,0,0,0,0,97,3,0,0,0,0,0,0,60.4,100,,,,,,,,,,,,,,,
187,Devizes,54.1,25,10.8,0,0,2.7,4.3,3,61,23,8,,,,5,3,100,0,0,0,0,0,0,0,59,18,8,0,0,2,12,0,100,0,0,0,0,0,0,0,66,26,8,0,0,0,0,0,100,0,0,0,0,0,0,0,51.5,100,,,,,,,,,,,,,,,
188,Central Devon,55.2,20.3,14.9,0,0,3.4,3.8,2.3,55,22,13,,,,5,5,100,0,0,0,0,0,0,0,54,18,13,0,0,3,11,1,100,0,0,0,0,0,0,0,57,24,13,0,0,2,3,1,100,0,0,0,0,0,0,0,51.2,100,,,,,,,,,,,,,,,
189,East Devon,33.9,10.3,4.4,0,0,0,3.1,48.4,52,22,8,,,,5,13,99,1,0,0,0,0,0,0,43,17,13,0,0,0,11,14,100,0,0,0,0,0,0,0,48,18,6,0,0,0,4,24,100,0,0,0,0,0,0,0,50.5,80,,,,,,,20,0.25,,,,,,,4.5
190,North Devon,43.8,16.6,32.2,0,0,1.8,5.5,0,50,18,22,,,,6,4,98,1,1,0,0,0,0,0,47,12,29,0,0,2,10,0,99,0,1,0,0,0,0,0,54,13,28,0,0,0,4,0,100,0,0,0,0,0,0,0,57,83,,17,,,,,,0.200000003,,4,,,,,
191,South West Devon,56,28.9,7.7,0,0,2.2,5.2,0,60,22,9,,,,6,3,100,0,0,0,0,0,0,0,59,21,7,0,0,2,12,0,100,0,0,0,0,0,0,0,58,28,7,0,0,3,4,0,100,0,0,0,0,0,0,0,55.2,100,,,,,,,,,,,,,,,
192,Torridge and West Devon,56.1,19.9,16.4,0,0,3.3,0,4.3,59,20,17,,,,,4,100,0,0,0,0,0,0,0,63,17,14,0,0,6,0,0,100,0,0,0,0,0,0,0,61,23,16,0,0,0,0,0,100,0,0,0,0,0,0,0,57.1,99,,1,,,,,,0.024390243,,14,,,,,
193,Dewsbury,42.1,52.3,4,0,0,1.5,0,0,48,44,5,,,,,2,60,40,0,0,0,0,0,0,50,43,5,0,0,2,0,0,85,15,0,0,0,0,0,0,47,50,2,0,0,1,0,0,31,69,0,0,0,0,0,0,57.3,70,30,,,,,,,0.444444448,2.400000095,,,,,,
194,Don Valley,42,48.5,4,0,0,0,0,5.6,44,49,4,,,,,2,38,62,0,0,0,0,0,0,39,50,6,0,0,0,0,1,6,94,0,0,0,0,0,0,34,62,2,0,0,0,0,2,0,100,0,0,0,0,0,0,68.6,24,76,,,,,,,3.333333254,0.363636374,,,,,,
195,Doncaster Central,37.7,54.7,4.3,0,0,0,0,3.2,39,52,6,,,,,2,16,84,0,0,0,0,0,0,35,53,7,0,0,0,0,1,0,100,0,0,0,0,0,0,28,67,4,0,0,0,0,2,0,100,0,0,0,0,0,0,66.3,7,93,,,,,,,10,0.083333336,,,,,,
196,Doncaster North,28.8,55.5,2.9,0,0,0,10.8,2,35,50,4,,,,8,3,11,89,0,0,0,0,0,0,27,50,5,0,0,0,17,2,0,100,0,0,0,0,0,0,23,66,2,0,0,0,7,2,0,100,0,0,0,0,0,0,72.1,10,90,,,,,,,9,0.117647059,,,,,,
197,Mid Dorset and North Poole,52.9,17.1,30,0,0,0,0,0,59,19,22,,,,,,100,0,0,0,0,0,0,0,59,14,26,0,0,0,0,0,100,0,0,0,0,0,0,0,59,15,26,0,0,0,0,0,100,0,0,0,0,0,0,0,57.9,100,,,,,,,,,,,,,,,
198,North Dorset,57.2,21.7,18,0,0,3.1,0,0,64,20,13,,,,,3,100,0,0,0,0,0,0,0,67,15,13,0,0,5,0,0,100,0,0,0,0,0,0,0,66,20,13,0,0,0,0,0,100,0,0,0,0,0,0,0,56.4,100,,,,,,,,,,,,,,,
199,South Dorset,55,36.8,5.4,0,0,2.8,0,0,57,34,6,,,,,3,98,2,0,0,0,0,0,0,61,29,7,0,0,3,0,0,100,0,0,0,0,0,0,0,57,35,5,0,0,3,0,0,100,0,0,0,0,0,0,0,59.5,100,,,,,,,,,,,,,,,
200,West Dorset,49.5,18.8,28.7,0,0,3,0,0,55,21,20,,,,,3,100,0,0,0,0,0,0,0,58,16,22,0,0,4,0,0,100,0,0,0,0,0,0,0,56,20,24,0,0,0,0,0,100,0,0,0,0,0,0,0,51,100,,,,,,,,,,,,,,,
201,Dover,43.9,42,4.4,0,0,1.9,7.9,0,52,34,5,,,,8,2,92,8,0,0,0,0,0,0,48,30,4,0,0,1,16,0,100,0,0,0,0,0,0,0,50,43,2,0,0,1,5,0,91,9,0,0,0,0,0,0,63.1,100,,,,,,,,,,,,,,,
204,Dudley North,40.7,47.4,2,0,0,1.8,8.1,0,43,42,3,,,,10,2,53,47,0,0,0,0,0,0,38,40,3,0,0,0,18,0,40,59,0,0,0,0,0,0,38,52,2,0,0,0,8,0,0,100,0,0,0,0,0,0,71.4,63,37,,,,,,,0.615384638,1.75,,,,,,
205,Dudley South,46.4,40,2.7,0,0,2.6,8.3,0,53,35,3,,,,7,2,94,6,0,0,0,0,0,0,48,33,4,0,0,1,14,0,99,1,0,0,0,0,0,0,50,45,2,0,0,1,3,0,79,21,0,0,0,0,0,0,70.4,99,1,,,,,,,0.024390243,16,,,,,,
206,Dulwich and West Norwood,22.2,61.2,10.5,0,0,4.4,0,1.7,23,57,14,,,,,5,0,100,0,0,0,0,0,0,27,52,14,0,0,7,0,1,0,100,0,0,0,0,0,0,16,67,13,0,0,3,0,1,0,100,0,0,0,0,0,0,22.1,100,,,,,,,,,,,,,,,
207,Dumfries and Galloway,39.3,22.2,2.5,34.5,0,0,0,1.5,43,19,4,34,,,,0,74,0,0,26,0,0,0,0,38,24,2,36,0,0,0,0,59,1,0,41,0,0,0,0,47,22,1,30,0,0,0,0,100,0,0,0,0,0,0,0,45.4,85,,,15,,,,,0.157894731,,,4.5,,,,
208,"Dumfriesshire, Clydesdale and Tweeddale",48.2,14.7,3.7,33.3,0,0,0,0,52,13,3,31,,,,,96,0,0,4,0,0,0,0,44,13,4,38,0,0,0,0,75,0,0,25,0,0,0,0,62,9,2,27,0,0,0,0,100,0,0,0,0,0,0,0,43.9,80,,,20,,,,,0.25,,,3,,,,
209,East Dunbartonshire,14.4,12.8,41.4,31.4,0,0,0,0,22,15,26,37,,,,,11,0,16,73,0,0,0,0,22,15,29,33,0,0,0,0,0,0,35,64,0,0,0,0,14,14,43,29,0,0,0,0,0,0,100,0,0,0,0,0,26.7,,,61,39,,,,,,,0.666666687,1.625,,,,
210,West Dunbartonshire,18.6,33.3,2.9,45.3,0,0,0,0,18,30,4,49,,,,,0,4,0,96,0,0,0,0,17,31,2,49,0,0,0,0,0,5,0,95,0,0,0,0,16,34,1,48,0,0,0,0,0,0,0,100,0,0,0,0,38,,1,,99,,,,,,25,,0.024390243,,,,
211,Dundee East,25.8,23.4,3,47.8,0,0,0,0,25,20,5,49,,,,,2,0,0,98,0,0,0,0,25,22,2,50,0,0,0,0,0,0,0,100,0,0,0,0,25,24,3,49,0,0,0,0,0,0,0,100,0,0,0,0,38.3,,,,100,,,,,,,,,,,,
212,Dundee West,16.6,30.7,3.9,44.5,0,0,0,4.4,21,23,3,51,,,,,0,1,0,99,0,0,0,0,19,26,2,51,0,0,0,1,0,0,0,100,0,0,0,0,16,30,2,50,0,0,0,1,0,0,0,100,0,0,0,0,41.2,,,,100,,,,,,,,,,,,
213,Dunfermline and West Fife,24.7,31.6,3.6,40.1,0,0,0,0,23,30,5,42,,,,,4,12,0,84,0,0,0,0,22,31,3,43,0,0,0,0,0,14,0,86,0,0,0,0,24,34,4,39,0,0,0,0,0,20,0,80,0,0,0,0,40,7,2,,91,,,,,10,25,,0.111111112,,,,
214,City of Durham,28.8,50.8,9.3,0,0,3.4,3.7,4,30,50,10,,,,5,4,4,96,0,0,0,0,0,0,29,46,11,0,0,2,10,1,1,99,0,0,0,0,0,0,19,67,12,0,0,0,1,2,0,100,0,0,0,0,0,0,44.4,3,97,,,,,,,16,0.039999999,,,,,,
215,North Durham,28.6,61.4,4.5,0,0,0,5.5,0,34,53,7,,,,6,,5,95,0,0,0,0,0,0,28,52,5,0,0,0,14,0,0,100,0,0,0,0,0,0,26,69,4,0,0,0,0,0,0,100,0,0,0,0,0,0,60.1,,100,,,,,,,,,,,,,,
216,North West Durham,33.5,51.4,6.6,0,0,2.1,6.4,0,33,47,10,,,,8,3,11,89,0,0,0,0,0,0,31,46,8,0,0,1,14,0,2,98,0,0,0,0,0,0,29,58,9,0,0,2,2,0,0,100,0,0,0,0,0,0,55,14,86,,,,,,,5.5,0.157894731,,,,,,
217,Dwyfor Meirionnydd,27.6,24.8,9,0,35.4,0,3.3,0,32,27,5,,32,,4,,39,23,0,0,38,0,0,0,21,19,6,0,39,0,12,0,1,0,0,0,98,0,0,0,32,15,4,0,43,0,6,0,1,0,0,0,99,0,0,0,48.4,19,,,,81,,,,4,,,,0.200000003,,,
218,Ealing Central and Acton,35.4,57.9,6.7,0,0,0,0,0,41,50,8,,,,,,18,82,0,0,0,0,0,0,45,41,12,0,0,0,0,0,74,26,0,0,0,0,0,0,36,55,9,0,0,0,0,0,0,100,0,0,0,0,0,0,29.2,41,59,,,,,,,1.5,0.727272749,,,,,,
219,Ealing North,32.8,56.1,5.1,0,0,2.3,3.7,0,35,54,5,,,,3,2,4,96,0,0,0,0,0,0,37,50,5,0,0,1,7,0,3,97,0,0,0,0,0,0,24,70,2,0,0,2,3,0,0,100,0,0,0,0,0,0,46.3,5,95,,,,,,,11,0.0625,,,,,,
220,"Ealing, Southall",21.9,65.7,5.6,0,0,2.5,2.7,1.6,26,61,7,,,,2,3,0,100,0,0,0,0,0,0,29,59,7,0,0,1,4,1,0,100,0,0,0,0,0,0,14,80,2,0,0,3,0,1,0,100,0,0,0,0,0,0,41.8,,100,,,,,,,,,,,,,,
221,Easington,25.9,59,3.1,0,0,1.7,6.4,3.9,27,58,4,,,,8,3,1,99,0,0,0,0,0,0,23,56,4,0,0,0,15,2,0,100,0,0,0,0,0,0,16,76,2,0,0,0,4,3,0,100,0,0,0,0,0,0,66.6,1,99,,,,,,,20,0.024390243,,,,,,
222,East Ham,16.8,71.9,4,0,0,2.6,3.5,1.2,17,72,5,,,,3,2,0,100,0,0,0,0,0,0,20,68,5,0,0,1,5,1,0,100,0,0,0,0,0,0,4,93,2,0,0,1,0,1,0,100,0,0,0,0,0,0,46.9,,100,,,,,,,,,,,,,,
223,"East Kilbride, Strathaven and Lesmahagow",22.8,26.9,2.9,40.1,0,0,7.3,0,22,26,4,47,,,1,,1,4,0,95,0,0,0,0,22,29,2,46,0,0,1,0,0,4,0,96,0,0,0,0,24,31,1,44,0,0,0,0,0,0,0,100,0,0,0,0,38,,2,,98,,,,,22,14,,0.030303031,,,,
224,East Lothian,33.5,27.8,3,34.7,0,0,0,1.1,33,26,4,36,,,,1,35,12,0,53,0,0,0,0,29,30,3,36,0,0,0,0,8,23,0,70,0,0,0,0,32,35,2,31,0,0,0,0,24,55,0,20,0,0,0,0,35.4,16,28,,56,,,,,5,2.5,,0.800000012,,,,
225,Eastbourne,43.5,13.8,41.2,0,0,1.5,0,0,49,17,31,,,,,2,94,0,6,0,0,0,0,0,51,17,29,0,0,3,0,0,99,0,1,0,0,0,0,0,49,13,37,0,0,1,0,0,100,0,0,0,0,0,0,0,57.6,63,,37,,,,,,0.533333361,,1.625,,,,,
226,Eastleigh,47.9,16.7,29.2,0,0,1.7,4.5,0,48,23,20,,,,6,3,98,1,1,0,0,0,0,0,47,19,20,0,0,2,11,0,100,0,0,0,0,0,0,0,50,25,24,0,0,1,0,0,100,0,0,0,0,0,0,0,54,92,,8,,,,,,0.100000001,,6,,,,,
227,Eddisbury,50.2,33.1,7.6,0,0,1.8,4.4,2.9,54,30,9,,,,5,3,98,2,0,0,0,0,0,0,57,25,9,0,0,1,9,1,100,0,0,0,0,0,0,0,52,37,8,0,0,2,1,1,100,0,0,0,0,0,0,0,52.2,100,,,,,,,,,,,,,,,
228,Edinburgh East,21,32.7,6.3,40,0,0,0,0,20,30,5,45,,,,,0,10,0,90,0,0,0,0,20,30,5,42,0,0,0,0,0,10,0,90,0,0,0,0,19,38,6,38,0,0,0,0,0,49,0,51,0,0,0,0,27.6,1,7,,92,,,,,20,10,,0.100000001,,,,
229,Edinburgh North and Leith,24.7,28.9,4.7,34.2,0,7.5,0,0,25,26,8,39,,,,2,11,12,0,77,0,0,0,0,27,30,5,35,0,3,0,0,4,31,0,65,0,0,0,0,26,35,8,30,0,2,0,0,3,81,0,16,0,0,0,0,21.8,30,13,,57,,,,,2.25,6,,0.727272749,,,,
230,Edinburgh South,22.7,43.1,5,29.2,0,0,0,0,27,35,5,32,,,,,16,46,0,38,0,0,0,0,26,35,4,33,0,0,0,0,1,58,0,40,0,0,0,0,28,43,6,22,0,0,0,0,0,100,0,0,0,0,0,0,22.2,12,66,,22,,,,,6,0.5,,3.333333254,,,,
231,Edinburgh South West,31.9,26.9,5.7,35.5,0,0,0,0,31,23,7,39,,,,,31,0,0,69,0,0,0,0,30,26,4,38,0,0,0,0,13,5,0,82,0,0,0,0,32,30,6,32,0,0,0,0,37,27,0,36,0,0,0,0,27.9,40,,,60,,,,,1.5,22,,0.666666687,,,,
232,Edinburgh West,17.9,15.1,36.6,29.2,0,0,0,1.1,22,13,28,35,,,,,8,0,28,64,0,0,0,0,26,15,26,32,0,0,0,1,8,0,26,65,0,0,0,0,20,13,40,28,0,0,0,0,0,0,100,0,0,0,0,0,28.8,5,,68,27,,,,,10,,0.444444448,2.75,,,,
233,Edmonton,26.8,60.2,5.5,0,0,2.3,5.2,0,32,59,4,,,,3,3,1,99,0,0,0,0,0,0,31,56,5,0,0,1,7,0,0,100,0,0,0,0,0,0,22,72,2,0,0,1,3,0,0,100,0,0,0,0,0,0,45.5,5,95,,,,,,,9,0.0625,,,,,,
234,Ellesmere Port and Neston,40.2,50.9,3.1,0,0,1.5,4.3,0,41,46,6,,,,5,2,34,66,0,0,0,0,0,0,43,44,4,0,0,1,8,0,41,59,0,0,0,0,0,0,40,56,2,0,0,0,1,0,0,100,0,0,0,0,0,0,57.8,38,62,,,,,,,1.5,0.571428597,,,,,,
235,Elmet and Rothwell,50.6,38.2,5.8,0,0,1.9,0,3.5,55,37,6,,,,,2,94,6,0,0,0,0,0,0,56,36,6,0,0,1,0,0,99,1,0,0,0,0,0,0,47,49,3,0,0,0,0,0,41,59,0,0,0,0,0,0,56.4,99,1,,,,,,,0.024390243,16,,,,,,
236,Eltham,43.7,51.1,3.8,0,0,0,0,1.4,45,47,6,,,,,2,42,58,0,0,0,0,0,0,47,41,7,0,0,0,0,0,82,18,0,0,0,0,0,0,40,58,2,0,0,0,0,0,0,100,0,0,0,0,0,0,51.8,62,38,,,,,,,0.615384638,1.625,,,,,,
237,Enfield North,39.4,49.7,4.3,0,0,2.3,4.3,0,44,47,3,,,,4,2,38,62,0,0,0,0,0,0,47,41,4,0,0,1,8,0,83,17,0,0,0,0,0,0,36,57,2,0,0,1,4,0,0,100,0,0,0,0,0,0,49.2,59,41,,,,,,,0.666666687,1.399999976,,,,,,
238,"Enfield, Southgate",44.3,46.3,7,0,0,2.4,0,0,50,41,7,,,,,2,70,30,0,0,0,0,0,0,54,38,6,0,0,2,0,0,98,2,0,0,0,0,0,0,43,50,6,0,0,2,0,0,7,93,0,0,0,0,0,0,37.9,86,14,,,,,,,0.166666672,4,,,,,,
239,Epping Forest,54.6,27.4,7.9,0,0,2,6.5,1.6,57,26,7,,,,7,2,100,0,0,0,0,0,0,0,58,20,7,0,0,1,14,0,100,0,0,0,0,0,0,0,60,29,6,0,0,2,3,0,100,0,0,0,0,0,0,0,61.1,100,,,,,,,,,,,,,,,
240,Epsom and Ewell,59.7,25.9,11.7,0,0,2.7,0,0,65,22,9,,,,,3,100,0,0,0,0,0,0,0,66,20,11,0,0,3,0,0,100,0,0,0,0,0,0,0,59,26,13,0,0,2,0,0,100,0,0,0,0,0,0,0,48,100,,,,,,,,,,,,,,,
241,Erewash,46.4,46.3,3.1,0,0,2.1,0,2.1,54,39,5,,,,,2,88,12,0,0,0,0,0,0,56,36,5,0,0,3,0,0,100,0,0,0,0,0,0,0,52,45,2,0,0,1,0,0,91,9,0,0,0,0,0,0,63.3,97,3,,,,,,,0.039999999,12,,,,,,
242,Erith and Thamesmead,30.5,53.5,4,0,0,2.4,7.5,2.1,38,48,5,,,,7,2,16,84,0,0,0,0,0,0,33,46,4,0,0,2,15,1,3,97,0,0,0,0,0,0,34,61,2,0,0,0,2,1,0,100,0,0,0,0,0,0,54.3,14,86,,,,,,,7,0.166666672,,,,,,
243,Esher and Walton,54.3,19.5,17.8,0,0,2.5,3.3,2.7,64,20,10,,,,4,3,100,0,0,0,0,0,0,0,63,17,11,0,0,1,6,1,100,0,0,0,0,0,0,0,59,21,12,0,0,2,4,1,100,0,0,0,0,0,0,0,41.6,100,,,,,,,,,,,,,,,
